NUMERO_DE_,PENE,PFEB,PMAR,PABR,PMAY,PJUN,PJUL,PAGO,PSEP,POCT,PNOV,PDIC,PANNUAL
00015041,7.90,7.10,13.70,20.40,52.80,106.60,118.10,107.40,98.00,48.70,15.00,3.80,599.50
00015042,8.40,8.10,16.50,27.50,48.40,103.90,117.70,99.50,101.20,45.90,12.80,7.10,597.00
00015044,5.60,4.10,19.00,25.40,44.60,110.20,107.70,108.00,98.60,29.90,11.80,7.70,572.60
00015045,16.20,9.70,17.30,37.60,90.80,242.20,256.90,246.80,205.90,86.60,22.20,11.20,1243.40
00015046,19.70,3.60,5.80,6.60,52.40,181.80,201.30,203.20,171.10,90.20,19.80,8.30,963.80
00015047,8.30,8.10,9.30,23.40,68.90,141.40,150.30,158.10,133.80,64.50,10.20,6.70,783.00
00015049,16.40,9.00,9.50,26.10,71.50,174.50,181.80,168.80,113.40,57.00,16.40,7.80,852.20
00015050,8.20,5.60,10.30,22.30,47.00,99.90,105.40,91.00,75.20,43.70,6.00,4.60,519.20
00015051,21.90,11.30,11.40,23.20,77.00,156.80,183.90,154.90,136.40,78.70,16.50,10.80,882.80
00015052,15.60,2.30,1.30,7.50,62.80,220.50,235.50,238.70,209.70,116.70,22.50,4.90,1138.00
00015053,7.90,8.80,14.40,29.30,69.60,188.10,260.60,240.00,196.10,81.00,13.30,8.10,1117.20
00015054,19.50,13.40,8.30,14.60,73.50,241.90,234.70,220.90,204.50,42.50,10.40,3.10,1087.30
00015055,11.60,8.70,16.60,33.30,60.20,101.50,108.40,93.10,78.30,55.40,19.70,8.10,594.90
00015056,14.10,6.00,12.90,23.10,68.50,135.20,163.60,160.80,127.80,50.90,15.70,9.10,787.70
00015057,17.80,16.50,18.60,36.30,81.70,188.70,223.60,204.10,178.10,73.00,19.70,11.20,1069.30
00015058,5.80,7.30,10.60,24.50,69.90,159.10,194.90,186.90,144.40,70.90,6.90,8.00,889.20
00015059,7.30,7.90,11.50,26.50,61.40,151.40,185.80,165.30,141.90,72.00,8.60,7.30,846.90
00015060,20.10,7.10,8.50,13.00,48.90,173.30,180.90,179.90,168.10,85.00,16.00,8.70,909.50
00015061,7.00,6.90,11.20,27.50,53.40,114.60,134.50,127.10,108.20,59.50,7.40,6.00,663.30
00015062,12.70,16.50,16.40,50.30,121.70,195.80,243.60,224.00,199.40,89.40,26.10,17.30,1213.20
00015063,15.50,10.90,14.20,23.70,71.80,154.80,167.40,139.40,123.70,64.30,21.80,13.20,820.70
00015064,11.80,11.00,12.90,29.70,69.20,119.50,144.10,110.10,117.30,54.50,17.50,10.10,707.70
00015065,5.40,11.10,20.60,37.90,55.00,74.70,95.40,83.30,69.40,42.00,12.20,7.30,514.30
00015066,21.00,9.20,8.70,17.70,62.50,157.30,199.60,189.40,141.60,68.40,16.00,12.20,903.60
00015067,12.90,3.90,1.70,16.80,25.50,225.20,271.40,313.30,284.90,84.60,9.00,5.90,1255.10
00015068,17.50,8.30,5.90,13.70,77.70,270.80,263.00,249.00,275.10,129.20,40.60,11.20,1362.00
00015069,14.60,8.70,11.90,27.20,62.60,122.10,150.20,113.60,101.60,54.70,17.20,10.70,695.10
00015070,17.30,9.40,7.00,19.60,61.50,162.70,220.90,185.30,163.10,80.00,17.90,15.30,960.00
00015071,14.10,10.00,11.00,24.80,65.10,136.40,172.90,153.70,124.60,57.90,17.20,11.10,798.80
00015072,25.20,14.40,8.40,24.70,63.70,142.40,173.30,146.60,126.30,79.40,20.10,13.10,837.60
00015073,5.40,5.20,11.40,25.40,56.00,132.00,144.50,136.00,115.10,59.30,7.10,5.60,703.00
00015074,5.90,4.00,10.30,23.50,61.10,125.00,148.20,124.60,98.20,48.90,9.90,5.70,665.30
00015075,7.10,6.60,9.80,27.60,62.30,134.00,166.50,147.20,130.40,66.80,10.90,4.80,774.00
00015076,16.10,11.40,9.90,20.60,51.70,120.50,160.30,142.00,126.30,71.20,20.10,10.30,760.40
00015077,5.90,6.60,11.20,31.60,67.20,172.10,221.00,195.60,164.10,73.30,10.00,6.70,965.30
00015078,16.70,10.50,13.30,21.10,53.70,128.60,169.20,136.10,128.90,63.80,17.00,13.40,772.30
00015079,14.50,11.10,7.80,22.40,53.80,130.50,174.60,168.80,118.30,66.10,16.70,11.30,795.90
00015081,6.90,3.40,15.20,25.20,57.40,123.80,138.80,121.10,105.20,54.10,8.90,7.60,667.60
00015082,11.10,15.70,19.60,44.80,107.30,177.60,182.00,152.80,133.90,74.40,13.30,8.80,941.30
00015083,7.80,3.60,14.60,24.00,48.10,97.50,113.90,92.90,83.90,43.30,8.10,4.70,542.40
00015084,10.90,10.30,10.90,29.30,77.70,170.20,178.70,158.80,154.90,79.40,18.90,13.10,913.10
00015085,15.00,8.40,11.10,22.30,58.60,120.80,167.50,156.30,113.80,60.30,19.40,11.70,765.20
00015086,16.80,8.90,15.30,27.00,67.00,146.70,173.90,151.10,132.40,72.30,21.40,13.10,845.90
00015088,38.30,19.30,14.40,32.50,119.10,213.10,268.70,230.10,189.70,116.50,37.90,26.70,1306.30
00015089,12.80,9.00,11.30,32.50,75.40,137.70,157.20,130.30,130.50,58.50,13.10,8.70,777.00
00015090,9.00,5.20,16.50,29.50,56.50,105.90,120.10,98.70,88.00,46.70,13.40,6.00,595.50
00015092,7.90,6.10,10.50,24.40,54.00,116.50,132.40,120.40,90.90,47.30,8.00,8.30,626.70
00015093,19.40,12.30,14.60,23.10,62.60,171.30,209.70,209.20,184.80,72.70,19.80,13.80,1013.30
00015094,10.00,5.60,12.20,24.60,61.90,107.30,127.50,119.80,107.60,51.50,9.50,4.60,642.10
00015095,13.60,14.70,17.30,39.10,79.50,204.30,232.10,224.40,220.70,103.00,15.50,10.00,1174.20
00015096,9.70,4.50,15.10,26.40,59.40,99.00,125.40,95.40,90.60,51.30,12.80,5.70,595.30
00015097,9.40,6.50,19.50,30.90,73.10,110.60,115.70,99.70,71.30,45.40,13.40,8.70,604.20
00015098,6.70,7.20,10.60,19.20,54.00,120.10,141.40,130.10,112.60,64.90,6.80,6.50,680.10
00015099,9.00,4.70,17.80,28.80,48.00,92.50,119.90,102.30,81.40,55.80,11.60,7.70,579.50
00015100,6.90,7.50,8.10,26.40,64.90,134.00,142.30,137.70,124.30,66.70,7.90,5.50,732.20
00015101,10.10,7.00,11.50,27.20,55.90,113.90,115.00,103.50,100.20,51.80,8.50,4.90,609.50
00015102,18.90,12.50,9.90,22.80,54.60,154.00,216.10,169.70,152.20,79.90,18.00,15.80,924.40
00015103,16.90,10.30,17.50,39.40,94.10,178.10,157.50,139.60,144.10,60.70,15.40,6.00,879.60
00015104,13.30,9.80,8.30,22.80,57.30,129.60,187.30,165.30,143.60,63.10,20.30,16.30,837.00
00015105,14.10,6.60,8.90,25.20,60.40,133.50,175.90,165.00,117.20,47.30,13.30,6.60,774.00
00015106,19.00,11.90,16.10,35.60,89.50,186.10,221.40,200.80,162.90,85.30,12.60,8.10,1049.30
00015107,15.50,3.90,4.80,4.40,48.60,165.30,209.50,184.90,171.00,85.80,17.50,7.00,918.20
00015108,14.60,8.20,14.50,31.20,79.50,142.60,150.20,135.60,121.60,69.50,15.50,13.80,796.80
00015109,7.50,11.90,17.90,43.50,94.50,203.80,234.70,212.50,177.20,81.00,15.00,12.80,1112.30
00015110,11.60,8.30,5.00,29.10,54.50,115.80,143.10,89.20,110.70,50.30,11.60,11.80,641.00
00015111,15.40,9.10,8.50,36.80,56.00,143.80,187.70,179.90,133.70,65.20,19.20,12.30,867.60
00015112,16.40,10.60,11.60,20.80,65.60,135.10,185.90,165.50,139.30,56.60,15.90,12.00,835.30
00015113,13.90,6.20,8.20,20.40,57.90,146.70,203.10,194.30,139.80,49.00,11.40,7.50,858.40
00015114,12.60,13.80,22.40,50.00,96.10,217.30,256.30,224.30,246.70,98.50,21.50,12.30,1271.80
00015115,7.40,7.20,12.80,23.70,49.40,101.40,122.90,106.20,100.70,46.30,12.00,8.80,598.80
00015117,12.20,9.20,7.20,21.10,49.70,118.80,165.20,161.00,119.40,64.30,16.50,11.50,756.10
00015118,21.60,20.40,21.50,19.00,56.70,188.00,238.90,288.20,257.60,118.30,31.50,14.80,1276.50
00015119,15.80,11.30,16.30,28.50,71.50,172.40,241.50,172.20,146.20,72.80,23.60,12.80,984.90
00015120,19.40,12.50,12.20,46.00,103.80,246.30,238.70,233.20,225.30,93.40,21.50,14.30,1266.60
00015122,17.10,8.30,10.90,25.80,75.00,130.30,148.80,152.20,124.20,51.30,16.40,10.50,770.80
00015123,8.10,7.70,17.30,32.80,66.50,107.90,122.00,117.70,83.00,45.50,7.10,6.60,622.20
00015124,5.90,4.40,12.90,20.00,36.00,92.30,97.50,92.20,77.80,37.10,11.70,5.00,492.80
00015125,7.30,7.00,9.80,23.70,51.40,108.80,125.30,91.90,77.20,36.10,9.90,3.30,551.70
00015127,6.50,7.90,10.80,23.50,52.40,147.30,187.60,181.80,142.00,62.30,8.00,9.10,839.20
00015128,14.20,7.40,5.60,14.90,51.80,132.00,179.40,157.30,122.10,65.50,18.40,10.50,779.10
00015129,7.40,5.20,11.80,23.20,47.50,106.90,122.60,105.90,89.90,46.60,10.60,6.90,584.50
00015130,19.90,6.20,5.50,7.50,52.00,163.90,187.80,175.50,156.40,81.90,18.00,11.90,886.50
00015131,31.30,14.00,10.80,18.50,76.40,164.60,216.70,188.10,141.30,79.70,31.10,11.00,983.50
00015132,23.20,13.60,14.10,27.60,76.00,163.00,230.00,211.90,188.70,78.80,14.20,15.40,1056.50
00015133,18.90,12.50,11.70,22.60,66.50,153.70,191.50,174.40,135.80,72.00,19.50,11.70,890.80
00015134,10.50,8.10,5.60,21.10,75.10,197.10,192.60,186.00,191.80,83.20,13.90,6.50,991.50
00015135,7.60,9.90,26.10,36.30,75.10,120.50,114.20,100.90,85.70,50.40,9.80,6.60,643.10
00015136,15.70,9.10,15.00,32.80,101.70,248.70,225.10,208.10,230.00,64.30,22.90,8.90,1182.30
00015138,8.30,6.10,14.00,31.90,57.40,87.30,107.30,103.70,77.20,143.00,9.50,5.80,651.50
00015139,20.50,12.00,10.50,20.70,63.20,120.30,163.70,146.60,112.30,81.50,43.20,37.70,832.20
00015141,7.50,6.50,11.00,37.70,51.10,103.90,125.40,114.60,91.50,49.80,7.50,7.50,614.00
00015142,8.10,6.30,5.80,13.80,34.40,73.00,93.50,84.90,70.60,32.20,9.00,4.90,436.50
00015145,9.40,7.50,12.40,20.60,37.70,102.20,106.10,101.00,79.10,45.10,13.50,8.20,542.80
00015146,13.10,9.50,7.10,24.00,65.80,163.40,223.80,181.50,140.30,84.10,21.70,13.50,947.80
00015147,8.90,10.70,12.60,32.20,91.30,197.20,261.20,265.90,190.10,78.20,25.40,9.30,1183.00
00015148,17.70,15.20,10.10,25.70,61.10,122.80,165.00,134.50,123.50,77.90,18.60,15.20,787.30
00015149,20.60,14.80,18.70,34.50,76.80,198.20,205.00,191.00,168.40,68.70,15.70,12.60,1025.00
00015156,6.60,6.90,16.40,37.70,72.50,166.40,196.40,123.70,128.40,56.00,18.50,7.50,837.00
00015158,12.50,8.80,9.70,19.70,55.70,113.10,149.20,144.80,110.90,52.50,20.70,13.30,710.90
00015159,5.10,5.80,3.00,5.50,52.90,291.20,314.10,322.90,277.30,76.10,12.30,5.90,1372.10
00015160,24.80,14.30,11.90,26.40,76.70,165.60,198.60,160.90,145.60,76.00,18.30,13.30,932.40
00015161,23.70,16.20,9.90,19.20,83.00,200.60,160.60,154.70,163.10,90.40,31.60,13.40,966.40
00015164,14.80,10.70,12.70,26.00,64.70,132.20,144.60,128.00,98.80,53.50,11.60,7.10,704.70
00015166,16.40,8.60,3.70,9.80,48.10,179.30,180.10,168.90,127.00,62.50,16.00,6.60,827.00
00015167,8.50,7.30,9.90,23.40,53.20,93.00,125.80,95.80,89.20,43.50,9.30,4.10,563.00
00015170,11.90,6.70,13.00,27.00,47.80,108.30,125.00,110.90,89.20,46.00,11.90,6.60,604.30
00015173,8.90,4.80,7.10,20.10,53.40,247.80,244.60,298.90,260.90,98.40,18.20,9.10,1272.20
00015174,30.30,14.70,9.90,21.70,69.50,152.70,201.70,175.10,149.10,96.70,23.20,15.50,960.10
00015178,22.90,5.20,0.90,4.60,56.30,183.10,194.50,148.10,177.70,87.20,17.30,11.70,909.50
00015180,15.40,15.20,5.20,19.10,69.30,186.00,186.30,171.20,160.00,55.40,13.60,35.50,932.20
00015183,21.90,5.80,3.90,16.90,58.30,151.90,196.90,210.70,133.10,62.00,13.80,8.60,883.80
00015184,23.10,12.50,8.50,29.80,79.70,252.00,253.90,253.30,240.80,91.90,29.40,8.20,1283.10
00015185,13.90,9.20,9.60,24.80,57.50,112.20,143.20,119.40,103.20,47.40,12.10,9.20,661.70
00015187,13.40,10.20,10.80,27.80,62.20,128.00,176.60,156.90,135.30,63.40,14.80,9.80,809.20
00015188,12.00,7.20,14.20,30.90,62.40,108.00,142.20,108.30,80.40,51.00,11.10,7.00,634.70
00015189,11.80,9.40,8.80,21.90,58.50,142.30,171.30,145.30,118.60,71.10,14.50,8.00,781.50
00015190,12.90,9.50,8.80,22.80,61.40,130.00,177.90,139.70,113.30,69.80,14.90,9.60,770.60
00015191,13.20,3.90,2.50,4.60,60.70,236.90,217.00,194.00,176.70,103.20,26.20,2.90,1041.80
00015192,11.90,8.20,9.50,23.00,61.60,115.60,133.60,124.00,94.80,60.30,15.40,8.30,666.20
00015193,7.80,9.00,11.60,23.20,72.10,140.00,165.90,128.30,108.30,45.00,9.80,8.20,729.20
00015194,21.20,11.30,4.80,21.40,70.10,135.50,222.90,169.90,122.90,59.00,12.90,8.60,860.50
00015196,18.60,7.50,13.70,37.70,73.60,114.10,182.90,171.10,114.20,54.80,14.50,14.00,816.70
00015197,17.70,10.00,6.00,13.40,57.90,153.80,206.60,207.70,124.80,78.40,18.00,13.20,907.50
00015199,21.70,10.80,9.20,21.90,72.50,180.30,195.10,172.70,141.10,81.00,17.90,14.50,938.70
00015200,14.20,9.00,2.80,3.30,39.50,265.50,283.60,273.30,232.60,69.70,13.20,5.70,1212.40
00015201,14.60,8.70,14.20,24.20,67.50,144.30,157.90,154.80,121.80,58.00,19.20,14.70,799.90
00015203,12.70,9.90,14.80,24.40,70.80,146.90,155.30,136.90,119.20,54.40,14.20,12.90,772.40
00015205,24.30,21.80,11.40,34.70,55.70,133.30,155.80,136.70,111.70,76.00,15.10,11.50,788.00
00015208,19.90,14.50,10.80,28.80,71.70,125.70,146.90,140.20,102.80,65.20,13.20,17.10,756.80
00015209,7.20,11.10,10.80,31.60,73.10,163.50,222.50,195.50,140.50,75.40,7.10,9.10,947.40
00015210,8.70,10.00,18.50,27.50,51.50,95.50,96.30,97.10,88.80,48.30,12.30,6.40,560.90
00015216,8.50,12.80,23.30,36.50,64.90,98.10,93.80,83.80,83.80,31.90,12.30,8.60,558.30
00015217,14.50,14.90,16.10,27.20,68.40,136.50,150.70,142.50,125.90,68.40,16.00,10.50,791.60
00015218,20.20,2.90,0.20,0.00,20.70,224.20,261.50,213.00,222.00,63.40,14.80,3.30,1046.20
00015219,16.10,3.80,4.30,4.30,50.90,174.00,194.50,181.70,190.80,66.00,15.60,8.10,910.10
00015223,11.20,27.70,30.70,12.70,37.60,131.00,139.50,141.40,100.20,50.40,8.90,13.40,704.70
00015225,14.70,15.90,11.90,24.30,68.10,128.70,157.00,128.30,128.20,92.70,18.70,19.70,808.20
00015231,28.50,23.70,26.30,44.90,102.30,263.10,313.60,293.80,260.30,110.30,38.90,17.20,1522.90
00015232,21.50,11.30,7.00,35.10,76.50,152.50,201.20,219.20,141.60,61.10,21.80,10.70,959.50
00015233,19.50,10.90,11.60,25.50,64.20,152.70,166.60,135.70,125.00,78.10,22.90,17.10,829.80
00015236,13.70,15.00,11.90,25.60,69.30,159.90,185.60,153.10,113.60,71.30,14.50,15.20,848.70
00015238,16.90,9.30,7.80,22.90,60.30,129.60,173.40,161.80,130.80,66.90,18.60,16.10,814.40
00015239,14.30,10.70,9.10,23.30,50.20,99.40,172.30,162.40,102.60,49.00,11.80,13.00,718.10
00015240,14.70,10.70,14.60,30.90,77.00,152.10,170.90,175.90,134.50,49.50,18.80,15.80,865.40
00015241,22.50,4.70,18.00,5.80,53.50,182.30,192.10,171.10,189.70,98.90,25.50,7.70,971.80
00015242,21.10,8.80,10.90,41.40,82.50,209.70,212.40,194.80,172.80,76.70,15.90,10.10,1057.10
00015243,16.40,6.20,11.40,36.40,58.90,125.30,189.80,251.30,143.00,83.80,33.30,17.70,973.50
00015244,16.20,11.00,8.20,22.40,45.40,137.40,178.90,172.80,121.50,68.50,12.20,11.10,805.60
00015245,18.80,13.20,7.50,19.40,55.30,125.90,179.60,163.30,138.00,77.00,18.70,16.00,832.70
00015247,23.10,15.60,10.80,21.60,54.10,152.60,206.50,165.50,132.60,62.80,14.50,20.10,879.80
00015248,8.20,4.70,3.80,17.10,73.60,196.10,181.20,167.00,183.20,61.60,13.30,6.80,916.60
00015251,16.30,10.80,11.30,16.80,50.00,114.60,146.80,140.50,104.70,60.90,19.10,13.30,705.10
00015253,14.00,15.50,9.20,12.40,64.60,198.10,173.20,158.90,178.40,71.70,27.50,7.90,931.40
00015254,10.30,9.40,8.20,25.30,83.30,229.00,198.80,195.00,200.20,84.70,21.50,10.30,1076.00
00015255,14.00,12.70,7.80,24.80,86.60,209.80,198.50,187.30,178.70,85.30,18.50,10.10,1034.10
00015256,7.00,10.90,5.20,24.90,72.60,246.30,270.30,277.50,239.60,81.30,13.80,10.40,1259.80
00015259,20.00,15.20,19.70,24.90,135.50,243.10,237.80,253.90,255.30,105.80,24.40,13.00,1348.60
00015260,16.80,10.70,11.00,27.30,55.90,118.70,163.00,128.10,106.20,63.30,16.90,10.20,728.10
00015261,12.70,6.40,6.70,15.90,41.30,110.90,175.60,136.50,127.80,63.40,15.90,5.00,718.10
00015264,7.20,6.90,9.00,18.10,35.30,83.90,133.10,106.00,85.00,45.50,13.50,10.60,554.10
00015266,10.70,12.40,10.70,24.70,71.60,146.50,169.00,167.80,128.70,55.50,17.30,8.50,823.40
00015267,18.30,19.70,10.90,25.80,57.60,145.80,190.00,163.10,128.00,65.10,20.40,13.60,858.30
00015270,5.10,8.30,4.60,24.80,87.70,197.70,175.40,187.50,160.10,74.10,12.30,7.00,944.60
00015272,12.10,9.80,6.30,16.10,60.20,202.80,185.60,196.10,167.00,71.30,19.40,4.90,951.60
00015273,10.90,11.40,10.60,20.40,50.70,142.80,174.70,147.20,122.20,69.50,14.40,9.70,784.50
00015274,11.90,6.80,14.50,33.60,59.00,92.50,58.50,50.90,39.00,29.20,7.80,4.30,408.00
00015276,14.50,26.30,6.10,23.70,67.20,155.10,170.80,175.20,140.60,54.40,25.50,19.70,879.10
00015280,3.30,5.10,6.90,34.90,46.00,163.30,141.20,144.90,115.70,52.10,20.50,12.20,746.10
00015282,15.10,9.50,10.40,19.60,76.60,166.00,177.20,141.40,124.40,66.20,15.30,7.40,829.10
00015284,14.50,12.90,7.30,16.90,81.80,198.20,215.10,209.20,201.00,79.40,21.40,8.40,1066.10
00015285,30.10,21.00,8.50,38.20,117.10,236.40,229.50,259.70,219.00,120.00,203.20,15.20,1497.90
00015287,25.80,18.60,9.70,30.70,96.70,196.00,238.20,232.20,188.40,111.80,39.50,19.40,1207.00
00015289,19.30,17.80,12.40,25.20,89.50,220.30,221.80,178.20,168.80,68.80,26.00,9.70,1057.80
00015293,16.20,13.80,13.40,25.40,89.50,152.20,163.80,138.70,114.80,46.00,13.50,7.20,794.50
00015294,30.60,15.60,9.30,23.40,77.40,101.30,138.60,118.10,90.90,37.80,17.90,9.80,670.70
00015295,15.90,10.50,14.50,29.40,102.60,202.40,230.70,230.70,194.20,99.10,23.80,11.80,1165.60
00015296,9.20,2.40,5.50,27.40,49.60,219.60,191.60,256.30,271.90,86.30,17.80,25.50,1163.10
00015297,8.00,6.90,10.50,35.70,72.40,225.70,206.00,253.10,209.00,97.10,26.00,10.50,1160.90
00015298,13.30,8.60,9.20,33.40,75.20,233.90,264.20,302.90,245.20,97.40,15.50,6.40,1305.20
00015299,29.70,8.00,11.80,32.10,85.10,225.10,241.40,237.30,223.20,98.80,32.60,12.30,1237.40
00015301,38.50,19.70,10.20,34.70,100.10,218.10,171.60,176.00,167.20,83.00,33.10,16.80,1069.00
00015305,23.30,12.50,7.70,33.50,85.10,240.50,232.10,215.60,212.10,89.80,21.40,11.90,1185.50
00015308,12.60,6.50,7.80,21.50,42.50,99.90,132.10,117.40,94.40,47.90,16.40,7.80,606.80
00015312,8.70,9.40,13.80,29.20,63.00,163.00,191.20,151.50,125.40,53.40,20.00,6.00,834.60
00015313,32.00,11.10,21.80,30.90,88.30,168.20,251.00,228.70,163.80,57.60,20.60,10.80,1084.80
00015315,16.40,9.20,12.00,28.70,69.20,155.40,191.60,184.70,126.80,58.10,14.60,7.20,873.90
00015317,14.40,10.80,12.80,26.70,83.50,132.70,221.50,175.70,126.40,52.30,19.20,8.10,884.10
00015322,10.90,4.20,8.80,14.90,72.10,197.40,290.70,283.50,189.30,119.90,42.70,15.20,1249.60
00015324,12.40,1.60,2.10,13.60,28.30,171.90,188.60,190.50,199.20,92.70,20.90,3.70,925.50
00015327,7.40,3.50,4.00,1.30,34.60,236.70,277.10,257.70,191.10,86.90,12.20,3.30,1115.80
00015328,11.50,4.40,4.60,5.50,77.70,263.00,183.30,247.10,210.60,151.70,31.10,12.60,1203.10
00015333,8.90,6.20,8.70,25.50,58.90,121.90,178.30,135.70,93.90,47.90,23.00,8.60,717.50
00015340,21.90,14.10,14.90,27.30,84.20,222.80,239.70,211.10,163.60,66.20,12.10,4.50,1082.40
00015341,6.10,9.10,7.10,17.60,39.70,78.40,159.20,145.80,110.00,41.50,14.90,13.60,643.00
00015346,20.20,2.60,7.50,0.90,30.10,268.90,246.00,264.30,217.80,115.10,31.10,5.60,1210.10
00015347,10.40,9.30,7.90,27.20,59.40,139.80,161.30,136.90,106.60,64.40,18.50,5.50,747.20
00015350,14.60,6.90,6.90,12.60,98.60,329.60,263.80,260.40,259.80,166.50,30.40,11.50,1461.60
00015353,19.90,10.00,2.70,21.30,105.00,261.60,214.60,237.40,233.00,159.20,46.00,19.80,1330.50
00015356,1.50,3.60,3.70,13.80,91.40,277.90,196.60,239.30,208.90,169.90,30.10,10.60,1247.30
00015357,2.70,2.10,1.50,0.60,55.20,252.70,303.90,253.80,202.10,92.30,10.30,0.40,1177.60
00015361,3.60,10.50,11.10,21.20,48.90,121.40,138.30,139.60,107.00,57.30,20.20,12.70,691.80
00015363,11.00,9.70,6.80,23.30,62.50,162.30,221.50,168.90,143.70,77.50,21.60,11.30,920.10
00015365,12.00,6.00,8.70,10.60,55.40,219.80,220.60,173.50,159.30,71.70,40.80,10.20,988.60
00015368,27.80,9.90,9.90,14.40,101.20,342.10,368.20,417.60,339.20,217.40,60.10,17.20,1925.00
00015370,9.50,11.60,15.80,23.70,89.60,174.00,162.70,152.90,129.20,52.10,10.80,10.40,842.30
00015372,16.40,8.30,9.40,22.60,58.00,132.80,168.00,147.00,119.60,48.90,22.00,10.10,763.10
00015373,6.20,6.10,11.90,23.40,67.90,149.50,164.50,172.30,149.30,62.30,12.00,4.80,830.20
00015374,23.30,11.40,5.10,17.00,71.30,186.90,183.30,180.20,157.10,98.30,34.90,14.00,982.80
00015375,22.20,15.40,11.50,30.50,97.80,209.60,227.30,246.30,185.50,117.30,40.70,20.10,1224.20
00015376,12.10,3.70,1.80,8.90,19.20,59.10,75.40,47.10,30.40,19.20,12.90,3.20,293.00
00015378,66.40,8.10,6.00,31.20,58.70,133.70,211.90,189.60,169.90,72.40,21.40,15.00,984.30
00015386,3.10,3.50,8.80,10.90,61.00,230.60,219.50,230.80,221.70,132.80,28.00,15.90,1166.60
00016001,24.40,7.40,27.70,16.80,63.80,157.70,203.10,169.10,144.30,66.60,28.40,7.10,916.40
00016002,29.80,12.80,9.90,26.60,81.00,215.00,291.40,283.90,226.10,99.30,33.30,13.40,1322.50
00016004,10.30,12.90,6.20,10.10,37.60,84.30,142.90,123.70,91.30,42.90,9.40,4.80,576.40
00016006,20.80,1.20,1.60,5.10,16.10,125.70,173.60,172.90,177.10,69.50,11.00,6.90,781.50
00016007,17.10,1.10,0.80,0.60,11.20,129.50,166.20,175.20,148.50,81.90,14.60,5.20,751.90
00016008,15.50,2.10,0.90,1.70,17.00,142.80,256.80,245.40,236.30,85.40,29.90,10.30,1044.10
00016009,19.80,0.80,2.60,7.60,29.00,108.40,181.50,178.40,179.30,91.10,46.60,8.50,853.60
00016012,10.00,0.70,0.90,2.20,27.10,143.10,216.50,166.40,162.80,70.80,17.80,4.30,822.60
00016013,11.10,1.20,0.30,0.80,39.50,100.60,228.90,243.60,275.70,134.70,31.80,11.00,1079.20
00016014,16.10,5.50,4.10,9.30,37.10,150.30,210.70,214.10,158.00,61.20,12.60,14.50,893.50
00016015,13.70,5.20,6.60,13.00,34.50,123.60,205.50,224.90,161.30,67.00,12.80,10.80,878.90
00016016,16.30,6.00,7.70,12.10,33.80,115.50,161.30,153.60,116.20,42.90,11.60,8.10,685.10
00016017,13.90,5.70,5.00,7.80,31.50,121.60,217.20,175.90,137.60,49.40,12.30,9.50,787.40
00016018,18.90,4.30,1.10,4.90,24.90,152.20,191.20,142.60,129.80,47.70,13.00,11.90,742.50
00016020,22.20,9.00,8.50,17.60,60.80,136.10,161.00,161.60,125.90,64.60,18.10,9.80,795.20
00016022,15.80,8.40,7.50,10.60,47.90,145.80,176.30,169.50,123.30,59.50,17.40,9.60,791.60
00016023,16.00,6.00,4.80,7.20,31.20,144.20,201.30,192.70,151.00,55.00,13.80,16.70,839.90
00016024,12.60,3.90,3.30,7.80,26.60,129.70,187.50,156.60,120.80,47.60,12.40,8.00,716.80
00016025,26.90,13.30,7.40,7.10,44.50,157.10,247.40,182.90,124.20,68.90,22.70,28.30,930.70
00016026,17.70,1.50,0.10,3.80,24.80,129.20,186.60,152.70,132.20,69.40,15.70,4.40,738.10
00016027,18.00,5.10,5.90,8.30,32.80,123.30,169.60,178.50,120.00,48.80,9.90,8.10,728.30
00016028,10.80,6.20,8.30,13.40,32.30,102.10,150.70,139.50,110.50,42.60,13.20,7.70,637.30
00016029,16.70,4.70,1.30,5.20,30.10,164.40,204.70,135.30,117.20,43.70,15.10,11.50,749.90
00016030,17.30,4.20,2.10,4.90,30.30,183.60,211.80,174.30,132.70,38.20,14.10,7.60,821.10
00016031,18.60,4.70,4.20,5.80,31.00,147.40,177.60,181.30,131.30,45.70,12.80,7.50,767.90
00016033,20.70,7.30,6.10,16.30,47.90,132.00,207.50,175.30,128.90,58.20,13.20,10.80,824.20
00016034,12.20,2.70,9.00,17.00,41.80,146.10,182.30,165.30,128.70,74.50,14.10,11.20,804.90
00016035,14.50,1.80,1.90,1.10,10.40,105.50,141.60,135.00,111.90,45.70,10.70,4.60,584.70
00016036,19.90,4.70,5.50,6.40,49.50,164.30,177.30,162.10,142.40,72.80,22.70,9.30,836.90
00016038,18.10,4.80,0.90,4.00,43.70,181.50,209.70,170.30,151.30,93.20,24.20,7.40,909.10
00016039,21.10,2.20,1.10,0.90,25.20,119.20,151.20,130.40,103.50,50.50,17.30,5.60,628.20
00016040,23.30,10.50,4.00,13.90,48.50,133.10,185.40,178.90,149.50,56.10,12.00,14.00,829.20
00016041,15.10,1.50,0.70,0.80,15.30,208.10,210.40,200.90,202.90,51.60,7.00,2.20,916.50
00016043,26.10,7.00,3.00,6.90,36.50,150.70,176.20,144.10,107.10,60.70,24.60,11.90,754.80
00016044,12.10,4.60,5.70,4.80,38.80,176.00,212.50,193.00,114.40,39.60,8.40,9.50,819.40
