Centro,Especie,Codigo,AB,DTr,Alt,DCop,ExcCop
CUCOSTA,Guazuma ulmifolia,C10-3-2066,0.65,9.1,5.6,6.3,0.7
CUCOSTA,Guazuma ulmifolia,C10-3-2067,0.44,7.5,4,4.6,0.54
CUCOSTA,Guazuma ulmifolia,C10-3-2068,0.83,10.3,4.7,4.9,0.28
CUCOSTA,Acacia macracantha,C10-3-2069,1.56,14.1,5.1,5.3,0.37
CUCOSTA,Cocus nucifera,C10-3-207,7.45,30.8,6.3,7,0.81
CUCOSTA,Albicia occidentalis,C10-3-2070,0.72,9.5,2.8,4.8,0.53
CUCOSTA,Tabebuia rosea,C10-3-2071,0.34,6.6,4.2,3.8,0.44
CUCOSTA,Tabebuia rosea,C10-3-2072,0.43,7.4,4.6,4.6,0.48
CUCOSTA,Albicia occidentalis,C10-3-2073,0.75,9.8,4.7,4.7,0.35
CUCOSTA,Albicia occidentalis,C10-3-2074,0.37,6.9,3.8,4.1,0.73
CUCOSTA,Acacia macracantha,C10-3-2075,3.05,19.7,5.1,7.2,0.77
CUCOSTA,Acacia macracantha,C10-3-2076,2.87,19.1,9,8.8,0.55
CUCOSTA,Acacia macracantha,C10-3-2077,0.72,9.6,4.5,7.2,0.64
CUCOSTA,Guazuma ulmifolia,C10-3-2078,0.43,7.4,3.6,4.7,0.51
CUCOSTA,Acacia macracantha,C10-3-2079,0.79,10,6.6,6.6,0.49
CUCOSTA,Cocus nucifera,C10-3-208,4.34,23.5,8.9,6.9,0.37
CUCOSTA,Guazuma ulmifolia,C10-3-2080,0.25,5.6,4.3,3.8,0.52
CUCOSTA,Guazuma ulmifolia,C10-3-2081,0.54,8.3,5.3,5.2,0.73
CUCOSTA,Guazuma ulmifolia,C10-3-2082,0.83,10.3,6.8,6.9,0.71
CUCOSTA,Acacia macracantha,C10-3-2083,1.45,13.6,11,9.9,0.34
CUCOSTA,Enterolobium cyclocarpum,C10-3-2084,1.52,13.9,7.2,5.9,0.18
CUCOSTA,Guazuma ulmifolia,C10-3-2085,3.16,20.1,8.1,9.3,0.58
CUCOSTA,Guazuma ulmifolia,C10-3-2086,2.46,17.7,6.9,6.1,0.59
CUCOSTA,Guazuma ulmifolia,C10-3-2087,0.45,7.6,3.5,5.1,0.42
CUCOSTA,Acacia macracantha,C10-3-2088,2.43,17.6,4,8.1,0.37
CUCOSTA,Acacia macracantha,C10-3-2089,1.44,13.6,2.7,6.2,0.45
CUCOSTA,Ficus benjamina,C10-3-209,5.36,26.1,8.3,7.5,0.46
CUCOSTA,Acacia macracantha,C10-3-2090,3.52,21.2,5.4,9.3,0.51
CUCOSTA,Acacia macracantha,C10-3-2091,0.94,10.9,3.3,5.6,0.61
CUCOSTA,Acacia macracantha,C10-3-2092,0.39,7.1,3.4,7.2,0.83
CUCOSTA,Guazuma ulmifolia,C10-3-2093,2.7,18.5,4.6,6.9,0.81
CUCOSTA,Guazuma ulmifolia,C10-3-2094,0.32,6.4,2.2,3.1,0.83
CUCOSTA,Guazuma ulmifolia,C10-3-2095,1.31,12.9,2.9,3,0.48
CUCOSTA,Guazuma ulmifolia,C10-3-2096,0.97,11.1,2.5,3.4,0.41
CUCOSTA,Enterolobium cyclocarpum,C10-3-2097,0.74,9.7,2.8,3.7,0.32
CUCOSTA,Enterolobium cyclocarpum,C10-3-2098,0.71,9.5,3.7,4.3,0.77
CUCOSTA,Guazuma ulmifolia,C10-3-2099,1.52,13.9,4,8,0.31
CUCOSTA,Tabebuia rosea,C10-3-21,19.94,50.4,15,15.7,0.29
CUCOSTA,Ficus benjamina,C10-3-210,6.18,28.1,10.8,9.7,0.71
CUCOSTA,Salix bonplandiana,C10-3-2100,10.69,36.9,17.4,7.3,0.39
CUCOSTA,Salix bonplandiana,C10-3-2101,1.52,13.9,13,6.3,0.45
CUCOSTA,Salix bonplandiana,C10-3-2102,0.5,8,6.1,3.5,0
CUCOSTA,Salix bonplandiana,C10-3-2103,3.11,19.9,11,9.9,0.2
CUCOSTA,Salix bonplandiana,C10-3-2104,5.32,26,9.8,10,0.57
CUCOSTA,Salix bonplandiana,C10-3-2105,7.5,30.9,11.1,8.7,0.65
CUCOSTA,Tabebuia rosea,C10-3-2106,8.5,32.9,6.6,5.7,0.62
CUCOSTA,Bursera simaruba,C10-3-2107,0.21,5.2,3.3,3.4,0.7
CUCOSTA,Salix bonplandiana,C10-3-2108,8.79,33.5,16.3,10.2,0.46
CUCOSTA,Salix bonplandiana,C10-3-2109,0.88,10.6,5.9,6.8,0.24
CUCOSTA,Pithecellobium lanceolatum,C10-3-211,4.99,25.2,4.1,8.3,0.58
CUCOSTA,Salix bonplandiana,C10-3-2110,11.91,38.9,16,11,0.39
CUCOSTA,Salix bonplandiana,C10-3-2111,4.91,25,8.7,9.1,0.63
CUCOSTA,Acacia macracantha,C10-3-2112,0.79,10,3.3,5.6,0.66
CUCOSTA,Guazuma ulmifolia,C10-3-2113,0.75,9.8,2.5,3,0.43
CUCOSTA,Acacia macracantha,C10-3-2114,3.74,21.8,6.7,10.9,0.68
CUCOSTA,Salix bonplandiana,C10-3-2115,1.31,12.9,4.6,4.8,0.56
CUCOSTA,Salix bonplandiana,C10-3-2116,5.94,27.5,10.9,7.4,0.61
CUCOSTA,Salix bonplandiana,C10-3-2117,8.04,32,10.3,9.1,0.6
CUCOSTA,Salix bonplandiana,C10-3-2118,2.54,18,9.7,9,0.75
CUCOSTA,Guazuma ulmifolia,C10-3-2119,1.11,11.9,5.6,4.2,0.22
CUCOSTA,Pithecellobium lanceolatum,C10-3-212,6.7,29.2,8.8,8.3,0.92
CUCOSTA,Guazuma ulmifolia,C10-3-2120,1.04,11.5,3.9,3.9,0.58
CUCOSTA,Guazuma ulmifolia,C10-3-2121,0.5,8,3,3.3,0.34
CUCOSTA,Guazuma ulmifolia,C10-3-2122,0.21,5.2,2.9,2.4,0.53
CUCOSTA,Guazuma ulmifolia,C10-3-2123,0.86,10.5,3.3,4.7,0.73
CUCOSTA,Enterolobium cyclocarpum,C10-3-2124,6.31,28.3,6.2,5.8,0.64
CUCOSTA,Guazuma ulmifolia,C10-3-2125,1.11,11.9,3.6,4.3,0.46
CUCOSTA,Guazuma ulmifolia,C10-3-2126,0.55,8.4,3.8,4.2,0.56
CUCOSTA,Guazuma ulmifolia,C10-3-2127,1.11,11.9,3.6,6.1,0.57
CUCOSTA,Acacia macracantha,C10-3-2128,0.38,7,3,3.9,0.74
CUCOSTA,Enterolobium cyclocarpum,C10-3-2129,0.75,9.8,2.5,3.5,0.33
CUCOSTA,Pithecellobium lanceolatum,C10-3-213,3.55,21.3,11.1,6.3,0.8
CUCOSTA,Salix bonplandiana,C10-3-2130,3.6,21.4,11.2,10.7,0.23
CUCOSTA,Guazuma ulmifolia,C10-3-2131,0.53,8.2,2.8,3.5,0.33
CUCOSTA,Salix bonplandiana,C10-3-2132,2.27,17,5,8.9,0.59
CUCOSTA,Salix bonplandiana,C10-3-2133,5,25.2,9.1,10.8,0.39
CUCOSTA,Guazuma ulmifolia,C10-3-2134,3.34,20.6,7,6.7,0.59
CUCOSTA,Guazuma ulmifolia,C10-3-2135,0.2,5,3.1,3.2,0.56
CUCOSTA,Guazuma ulmifolia,C10-3-2136,0.31,6.3,3.9,5.1,0.46
CUCOSTA,Enterolobium cyclocarpum,C10-3-2137,0.33,6.5,4.7,3.3,0.52
CUCOSTA,Enterolobium cyclocarpum,C10-3-2138,5.2,25.7,7.7,9.4,0.54
CUCOSTA,Piper aff. abalienatum,C10-3-2139,0.84,10.3,2.7,4.8,0.28
CUCOSTA,Pithecellobium lanceolatum,C10-3-214,3.53,21.2,7,9.2,0.66
CUCOSTA,Enterolobium cyclocarpum,C10-3-2140,1.13,12,3.2,3.9,0.72
CUCOSTA,Guazuma ulmifolia,C10-3-2141,0.77,9.9,2.8,3.4,0.7
CUCOSTA,Guazuma ulmifolia,C10-3-2142,11.44,38.2,9.5,8.7,0.6
CUCOSTA,Pithecellobium lanceolatum,C10-3-2143,8.41,32.7,7.1,12.5,0.28
CUCOSTA,Pithecellobium lanceolatum,C10-3-2144,13.09,40.8,7.9,11.9,0.51
CUCOSTA,Pithecellobium lanceolatum,C10-3-2145,10.42,36.4,8.8,12.1,0.22
CUCOSTA,Pithecellobium lanceolatum,C10-3-2146,11.63,38.5,6.2,10.4,0.45
CUCOSTA,Pithecellobium lanceolatum,C10-3-2147,8.81,33.5,9,10.7,0.23
CUCOSTA,Acacia macracantha,C10-3-2148,0.79,10,8.1,8.1,0.6
CUCOSTA,Guazuma ulmifolia,C10-3-2149,1.1,11.8,4.3,5.2,0.2
CUCOSTA,Pithecellobium lanceolatum,C10-3-215,6.16,28,11.3,9.2,0.54
CUCOSTA,Guazuma ulmifolia,C10-3-2150,0.9,10.7,6.4,3.8,0.52
CUCOSTA,Carica papaya,C10-3-2151,0.93,10.9,4.5,2.8,0.5
CUCOSTA,Acacia macracantha,C10-3-2152,2.29,17.1,8.2,10.6,0.62
CUCOSTA,Pithecellobium dulce,C10-3-2153,8.97,33.8,7.2,9.9,0.2
CUCOSTA,Pithecellobium lanceolatum,C10-3-2154,8.65,33.2,5.3,9.2,0.38
CUCOSTA,Pithecellobium lanceolatum,C10-3-2155,15.64,44.6,10.9,10.4,0.38
CUCOSTA,Pithecellobium lanceolatum,C10-3-2156,16.87,46.3,12.3,14.5,0.61
CUCOSTA,Pithecellobium lanceolatum,C10-3-2157,12.71,40.2,10.3,14.3,0.66
CUCOSTA,Pithecellobium lanceolatum,C10-3-2158,16.93,46.4,10.6,13.5,0.61
CUCOSTA,Pithecellobium lanceolatum,C10-3-2159,35.96,67.7,10.3,14.9,0.26
CUCOSTA,Ficus benjamina,C10-3-216,1.96,15.8,8.9,5.6,0.69
CUCOSTA,Pithecellobium lanceolatum,C10-3-2160,21.91,52.8,8.3,12.9,0.58
CUCOSTA,Pithecellobium lanceolatum,C10-3-2161,2.04,16.1,6.1,6.3,0.42
CUCOSTA,Salix bonplandiana,C10-3-2162,3.07,19.8,9.2,9.1,0.61
CUCOSTA,Guazuma ulmifolia,C10-3-2163,1.7,14.7,5.1,7.1,0.39
CUCOSTA,Guazuma ulmifolia,C10-3-2164,1.08,11.7,6.1,7.9,0.61
CUCOSTA,Guazuma ulmifolia,C10-3-2165,0.26,5.7,3,5,0.46
CUCOSTA,Ficus benjamina,C10-3-217,1.13,12,4.9,3.8,0.38
CUCOSTA,Ficus benjamina,C10-3-218,3.41,20.8,4.5,4.5,0.55
CUCOSTA,Ficus benjamina,C10-3-219,1.96,15.8,3.6,3.3,0.52
CUCOSTA,Pithecellobium lanceolatum,C10-3-22,3.29,20.5,6.1,8.8,0.86
CUCOSTA,Ficus benjamina,C10-3-220,2,16,4.5,3.7,0
CUCOSTA,Ficus benjamina,C10-3-221,7.66,31.2,4.4,5.4,0.51
CUCOSTA,Ficus benjamina,C10-3-222,3.89,22.3,3.4,5,0.38
CUCOSTA,Ficus benjamina,C10-3-223,2.47,17.7,3.3,5.2,0.2
CUCOSTA,Guazuma ulmifolia,C10-3-224,4.49,23.9,5,5.7,0.54
CUCOSTA,Guazuma ulmifolia,C10-3-225,3.4,20.8,8.2,7.5,0.54
CUCOSTA,Guazuma ulmifolia,C10-3-226,7.07,30,10.1,7,0.52
CUCOSTA,Salix bonplandiana,C10-3-227,7.74,31.4,9.7,7.3,0.16
CUCOSTA,Salix bonplandiana,C10-3-228,5.39,26.2,7.3,6.3,0.55
CUCOSTA,Ficus benjamina,C10-3-229,6.61,29,7.2,6.6,0.41
CUCOSTA,Tabebuia rosea,C10-3-23,3.32,20.6,10.2,6.4,0.45
CUCOSTA,Ficus benjamina,C10-3-230,8.3,32.5,9.4,7.1,0.47
CUCOSTA,Ficus benjamina,C10-3-231,8.87,33.6,6.7,7.1,0.65
CUCOSTA,Cocus nucifera,C10-3-232,1.59,14.2,3.4,3.9,0.31
CUCOSTA,Cocus nucifera,C10-3-233,2.48,17.8,3.2,4.6,0.52
CUCOSTA,Ficus benjamina,C10-3-234,2.53,18,4.3,4,0.77
CUCOSTA,Ficus benjamina,C10-3-235,5.11,25.5,4.2,5.9,0.6
CUCOSTA,Ficus benjamina,C10-3-236,10.22,36.1,8.8,11.1,0.57
CUCOSTA,Roystonea oleracea,C10-3-237,0.71,9.5,2.2,3,0.48
CUCOSTA,Cocus nucifera,C10-3-238,8.45,32.8,21.2,9,0.45
CUCOSTA,Cocus nucifera,C10-3-239,8.55,33,17.7,8.5,0.44
CUCOSTA,Tabebuia rosea,C10-3-24,0.26,5.7,3.8,4.5,0.63
CUCOSTA,Psidium guajava,C10-3-240,1.53,14,7.8,8.7,0.33
CUCOSTA,Cocus nucifera,C10-3-241,8.6,33.1,18,8.7,0.57
CUCOSTA,Cocus nucifera,C10-3-242,8.19,32.3,18.4,8.5,0.39
CUCOSTA,Cocus nucifera,C10-3-243,5.52,26.5,14.3,7.6,0.44
CUCOSTA,Cocus nucifera,C10-3-244,5.81,27.2,2.2,9.2,0.25
CUCOSTA,Cocus nucifera,C10-3-245,6.29,28.3,16,9.1,0.57
CUCOSTA,Cocus nucifera,C10-3-246,5.47,26.4,12.8,8.5,0.52
CUCOSTA,Ravenala madagascariensis,C10-3-247,3.17,20.1,7.2,4.3,0.99
CUCOSTA,Roystonea oleracea,C10-3-248,1.63,14.4,5.1,3.5,0.24
CUCOSTA,Roystonea oleracea,C10-3-249,4.41,23.7,8.7,4.3,0.84
CUCOSTA,Tabebuia rosea,C10-3-25,3.48,21.1,9.3,8.8,0.43
CUCOSTA,Roystonea oleracea,C10-3-250,1.67,14.6,4.5,3.7,0.65
CUCOSTA,Ravenala madagascariensis,C10-3-251,8.3,32.5,6.3,6.3,0.18
CUCOSTA,Tabebuia rosea,C10-3-252,6.97,29.8,11.3,8.2,0.6
CUCOSTA,Washingtonia robusta,C10-3-253,4.56,24.1,9.2,3.6,0.32
CUCOSTA,Tabebuia rosea,C10-3-254,3.91,22.3,9.1,6.7,0.49
CUCOSTA,Ravenala madagascariensis,C10-3-255,5.27,25.9,8.6,3.3,0.99
CUCOSTA,Prunus salicifolia,C10-3-256,15.99,45.1,13,9.7,0.66
CUCOSTA,Roystonea oleracea,C10-3-257,12.38,39.7,14.6,9.4,0.44
CUCOSTA,Roystonea oleracea,C10-3-258,17.35,47,12.4,8.1,0.45
CUCOSTA,Roystonea oleracea,C10-3-259,11.64,38.5,12.4,8.4,0.26
CUCOSTA,Tabebuia rosea,C10-3-26,2.85,19.1,8.8,7.3,0.65
CUCOSTA,Roystonea oleracea,C10-3-260,9.73,35.2,9.3,6.3,0.62
CUCOSTA,Roystonea oleracea,C10-3-261,19.48,49.8,16,8.2,0.57
CUCOSTA,Terminalia catappa,C10-3-262,0.85,10.4,6,3.9,0.52
CUCOSTA,Terminalia catappa,C10-3-263,2.04,16.1,6.7,4.5,0.6
CUCOSTA,Terminalia catappa,C10-3-264,1.56,14.1,8.3,4.7,0.51
CUCOSTA,Terminalia catappa,C10-3-265,2.09,16.3,9.7,5.7,0.36
CUCOSTA,Terminalia catappa,C10-3-266,5.31,26,12.9,6.7,0.65
CUCOSTA,Terminalia catappa,C10-3-267,1.4,13.4,6.1,4.3,0.3
CUCOSTA,Terminalia catappa,C10-3-268,1.84,15.3,7,5.2,0.52
CUCOSTA,Terminalia catappa,C10-3-269,0.74,9.7,3.9,4.4,0.61
CUCOSTA,Tabebuia rosea,C10-3-27,0.44,7.5,4.9,3.2,0.75
CUCOSTA,Terminalia catappa,C10-3-270,0.93,10.9,4.5,3.9,0.66
CUCOSTA,Terminalia catappa,C10-3-271,1.89,15.5,5.9,5.8,0.18
CUCOSTA,Terminalia catappa,C10-3-272,2.93,19.3,6.5,5.4,0.33
CUCOSTA,Terminalia catappa,C10-3-273,2.01,16,7.2,6.9,0.73
CUCOSTA,Terminalia catappa,C10-3-274,2.35,17.3,7.6,5.6,0.26
CUCOSTA,Terminalia catappa,C10-3-275,4.95,25.1,9,7.2,0.39
CUCOSTA,Terminalia catappa,C10-3-276,1.5,13.8,4.1,5.2,0.52
CUCOSTA,Terminalia catappa,C10-3-277,2.14,16.5,5.3,5.9,0.4
CUCOSTA,Psidium guajava,C10-3-278,2.74,18.7,8.9,7.7,0.5
CUCOSTA,Psidium guajava,C10-3-279,0.93,10.9,4.1,4.8,0.34
CUCOSTA,Tabebuia rosea,C10-3-28,22.9,54,16.1,13.6,0
CUCOSTA,Terminalia catappa,C10-3-280,2.04,16.1,5.7,5.1,0.27
CUCOSTA,Terminalia catappa,C10-3-281,0.97,11.1,4.8,4.8,0.47
CUCOSTA,Terminalia catappa,C10-3-282,1.33,13,4.7,4.3,0.36
CUCOSTA,Terminalia catappa,C10-3-283,1.89,15.5,7.6,5.7,0.71
CUCOSTA,Terminalia catappa,C10-3-284,4.56,24.1,8,8.2,0.27
CUCOSTA,Terminalia catappa,C10-3-285,1.19,12.3,4.9,4.9,0.58
CUCOSTA,Terminalia catappa,C10-3-286,3.08,19.8,6.5,6,0.25
CUCOSTA,Terminalia catappa,C10-3-287,3.66,21.6,7.7,6.8,0.29
CUCOSTA,Terminalia catappa,C10-3-288,2.9,19.2,7.1,5.8,0.65
CUCOSTA,Terminalia catappa,C10-3-289,2.3,17.1,7.2,5.3,0.68
CUCOSTA,Salix bonplandiana,C10-3-29,0.64,9,5.2,4.8,0.34
CUCOSTA,Terminalia catappa,C10-3-290,2.11,16.4,5.9,4.9,0.65
CUCOSTA,Pithecellobium lanceolatum,C10-3-291,28.63,60.4,12.1,15.5,0.11
CUCOSTA,Terminalia catappa,C10-3-292,1.94,15.7,5.2,5,0.5
CUCOSTA,Terminalia catappa,C10-3-293,1.43,13.5,5.3,4.3,0.41
CUCOSTA,Terminalia catappa,C10-3-294,1.23,12.5,4.7,4.4,0.55
CUCOSTA,Cocus nucifera,C10-3-295,9.46,34.7,5.3,6.3,0.6
CUCOSTA,Cocus nucifera,C10-3-296,6.83,29.5,6.5,8.4,0.36
CUCOSTA,Pithecellobium lanceolatum,C10-3-297,53.14,82.3,8.4,15.6,0.16
CUCOSTA,Terminalia catappa,C10-3-298,1.81,15.2,7.4,5.8,0.67
CUCOSTA,Pithecellobium lanceolatum,C10-3-299,46.14,76.7,9.8,19.8,0.17
CUCOSTA,Pithecellobium dulce,C10-3-3,3.28,20.4,8,7.9,0
CUCOSTA,Pithecellobium dulce,C10-3-30,2.14,16.5,6.8,6.5,0.65
CUCOSTA,Pithecellobium lanceolatum,C10-3-300,11.34,38,7.2,8.9,0.36
CUCOSTA,Pithecellobium lanceolatum,C10-3-301,15.32,44.2,7.4,15,0.3
CUCOSTA,Cocus nucifera,C10-3-302,10.75,37,13.4,9.4,0.2
CUCOSTA,Dypsis lutescens,C10-3-303,2.96,19.4,3.7,5.8,0.52
CUCOSTA,Dypsis lutescens,C10-3-304,4.47,23.9,8,6.3,0.58
CUCOSTA,Ficus benjamina,C10-3-305,64.21,90.4,8.2,10.2,0.74
CUCOSTA,Ficus benjamina,C10-3-306,38,69.6,9.2,13.2,0.68
CUCOSTA,Washingtonia robusta,C10-3-307,7.89,31.7,15.2,5.1,0.55
CUCOSTA,Cocus nucifera,C10-3-308,5.94,27.5,11.5,7,0.66
CUCOSTA,Terminalia catappa,C10-3-309,2.43,17.6,13.1,5.4,0.51
CUCOSTA,Pithecellobium lanceolatum,C10-3-31,5.79,27.1,6.7,13.4,0.37
CUCOSTA,Cocus nucifera,C10-3-310,5.85,27.3,13.4,8,0.16
CUCOSTA,Terminalia catappa,C10-3-311,0.65,9.1,2.6,3.3,0.46
CUCOSTA,Terminalia catappa,C10-3-312,1.81,15.2,5.7,5.4,0.27
CUCOSTA,Cocus nucifera,C10-3-313,6.74,29.3,15,8.5,0.41
CUCOSTA,Terminalia catappa,C10-3-314,2.66,18.4,7.7,5.1,0.46
CUCOSTA,Terminalia catappa,C10-3-315,1.29,12.8,5.9,5.2,0.38
CUCOSTA,Terminalia catappa,C10-3-316,1.63,14.4,5.9,5.6,0.41
CUCOSTA,Terminalia catappa,C10-3-317,2.27,17,8.3,7.1,0.67
CUCOSTA,Thevetia ovata,C10-3-318,1.07,11.6,5,4.5,0.45
CUCOSTA,Thevetia ovata,C10-3-319,1.12,11.9,4.7,6,0.67
CUCOSTA,Mimosa costenya,C10-3-32,0.38,7,3.4,3.3,0.75
CUCOSTA,Roystonea oleracea,C10-3-320,10.58,36.7,8.2,6.9,0.54
CUCOSTA,Ficus benjamina,C10-3-321,21.95,52.9,6.5,11.2,0.19
CUCOSTA,Ficus benjamina,C10-3-322,2.27,17,4.6,4.6,0.54
CUCOSTA,Ficus benjamina,C10-3-323,2.54,18,5.6,2.7,0.6
CUCOSTA,Ficus benjamina,C10-3-324,1.77,15,4.9,4.1,0.37
CUCOSTA,Ficus benjamina,C10-3-325,4.57,24.1,4.9,5.2,0.63
CUCOSTA,Ficus benjamina,C10-3-326,6.15,28,5.2,5.3,0.42
CUCOSTA,Ficus benjamina,C10-3-327,22.32,53.3,7.6,10.2,0.58
CUCOSTA,Psidium guajava,C10-3-328,0.59,8.6,5.4,5.2,0.67
CUCOSTA,Psidium guajava,C10-3-329,0.55,8.4,5.9,5.1,0.33
CUCOSTA,Tabebuia rosea,C10-3-33,7.24,30.4,9.5,8.4,0.5
CUCOSTA,Ficus benjamina,C10-3-330,8.43,32.8,5.8,6.9,0.29
CUCOSTA,Ficus benjamina,C10-3-331,10.8,37.1,7.1,6.6,0.17
CUCOSTA,Washingtonia robusta,C10-3-332,8.6,33.1,15.1,7.1,0.36
CUCOSTA,Ravenala madagascariensis,C10-3-333,3.08,19.8,9.1,3.1,0.99
CUCOSTA,Ficus benjamina,C10-3-334,26.1,57.6,5.6,8.7,0.67
CUCOSTA,Ceiba pentandra,C10-3-335,2.9,19.2,4.6,5.3,0.64
CUCOSTA,Ravenala madagascariensis,C10-3-336,2.14,16.5,5.7,3.4,0.99
CUCOSTA,Ravenala madagascariensis,C10-3-337,3.5,21.1,6.4,4.2,0.99
CUCOSTA,Ceiba pentandra,C10-3-338,30.19,62,14.9,10.1,0.38
CUCOSTA,Ceiba pentandra,C10-3-339,27.62,59.3,2.3,10.4,0.47
CUCOSTA,Pithecellobium lanceolatum,C10-3-34,16.26,45.5,7.9,7.4,0.74
CUCOSTA,Dypsis lutescens,C10-3-340,0.87,10.5,3.4,3.6,0.23
CUCOSTA,Dypsis lutescens,C10-3-341,0.55,8.4,3.8,2.8,0.36
CUCOSTA,Dypsis lutescens,C10-3-342,0.49,7.9,3.8,3.4,0.46
CUCOSTA,Spathodea campanulata,C10-3-343,2.8,18.9,9.7,6,0.43
CUCOSTA,Cocus nucifera,C10-3-344,5.77,27.1,11.1,8.7,0.45
CUCOSTA,Cocus nucifera,C10-3-345,4.87,24.9,12.1,8.5,0.36
CUCOSTA,Cocus nucifera,C10-3-346,2.99,19.5,12,9.6,0.52
CUCOSTA,Cocus nucifera,C10-3-347,2.54,18,4.8,5.9,0.31
CUCOSTA,Dypsis lutescens,C10-3-348,2.99,19.5,4.8,6.2,0.64
CUCOSTA,Dypsis lutescens,C10-3-349,1.96,15.8,5.9,4.6,0.44
CUCOSTA,Tabebuia rosea,C10-3-35,1,11.3,8.1,3.3,0.34
CUCOSTA,Roystonea oleracea,C10-3-350,0.83,10.3,4,3.2,0
CUCOSTA,Ficus benjamina,C10-3-351,27.22,58.9,8.9,9.3,0.37
CUCOSTA,Ficus benjamina,C10-3-352,74.97,97.7,11.3,8.6,0.61
CUCOSTA,Ficus benjamina,C10-3-353,50.9,80.5,9,7.2,0.49
CUCOSTA,Ficus benjamina,C10-3-354,32.2,64,10.4,10.1,0.24
CUCOSTA,Thevetia ovata,C10-3-355,0.56,8.4,4.3,7.5,0.58
CUCOSTA,Tabebuia rosea,C10-3-356,9.72,35.2,11.4,8.8,0.29
CUCOSTA,Cocus nucifera,C10-3-357,6.88,29.6,17,8,0.57
CUCOSTA,Tabebuia rosea,C10-3-358,8.92,33.7,16.7,8.8,0.7
CUCOSTA,Cocus nucifera,C10-3-359,6.03,27.7,12.1,8.3,0.46
CUCOSTA,Pithecellobium lanceolatum,C10-3-36,1.28,12.7,3.1,6,0.69
CUCOSTA,Psidium guajava,C10-3-360,1.5,13.8,4.6,6.7,0.6
CUCOSTA,Tabebuia rosea,C10-3-361,7.16,30.2,12.7,7.8,0.66
CUCOSTA,Cocus nucifera,C10-3-362,5.39,26.2,12.1,7.4,0.16
CUCOSTA,Tabebuia rosea,C10-3-363,7.79,31.5,10.6,11.7,0.75
CUCOSTA,Cocus nucifera,C10-3-364,2.75,18.7,10.6,7.6,0.28
CUCOSTA,Cocus nucifera,C10-3-365,7.5,30.9,12.7,8,0.43
CUCOSTA,Tabebuia rosea,C10-3-366,9.51,34.8,11.8,7.1,0.23
CUCOSTA,Cocus nucifera,C10-3-367,7.65,31.2,8.5,8.6,0.39
CUCOSTA,Tabebuia rosea,C10-3-368,8.09,32.1,12.3,6.9,0.54
CUCOSTA,Tabebuia rosea,C10-3-369,9.03,33.9,12.8,10.5,0.4
CUCOSTA,Tabebuia rosea,C10-3-37,2.62,18.3,8,5.8,0.26
CUCOSTA,Cocus nucifera,C10-3-370,6.47,28.7,5.6,7.8,0.41
CUCOSTA,Terminalia catappa,C10-3-371,1.19,12.3,3.8,5.5,0.55
CUCOSTA,Terminalia catappa,C10-3-372,0.8,10.1,3.7,6.1,0.59
CUCOSTA,Terminalia catappa,C10-3-373,1.72,14.8,4.6,5.7,0.4
CUCOSTA,Terminalia catappa,C10-3-374,1.91,15.6,7.3,5,0.2
CUCOSTA,Terminalia catappa,C10-3-375,2.24,16.9,6.9,6.4,0.72
CUCOSTA,Tabebuia rosea,C10-3-376,9.9,35.5,13.4,9.7,0.63
CUCOSTA,Tabebuia rosea,C10-3-377,12.44,39.8,14.6,10.8,0.58
CUCOSTA,Cocus nucifera,C10-3-378,5.15,25.6,11.5,5.9,0.4
CUCOSTA,Dypsis lutescens,C10-3-379,3.48,21,3.1,4.2,0.3
CUCOSTA,Tabebuia rosea,C10-3-38,1.54,14,7.5,6.8,0.61
CUCOSTA,Dypsis lutescens,C10-3-380,6,27.6,5.5,7.9,0.31
CUCOSTA,Dypsis lutescens,C10-3-381,4.1,22.9,4.4,5.9,0.36
CUCOSTA,Dypsis lutescens,C10-3-382,5.22,25.8,4.4,4.3,0.81
CUCOSTA,Ficus benjamina,C10-3-383,75.29,97.9,5.8,10.5,0.55
CUCOSTA,Ficus benjamina,C10-3-384,33.67,65.5,9.1,11.2,0.49
CUCOSTA,Ficus benjamina,C10-3-385,1.47,13.7,10.1,14,0.29
CUCOSTA,Ficus benjamina,C10-3-386,51.28,80.8,8.9,12.8,0.56
CUCOSTA,Dypsis lutescens,C10-3-387,2.07,16.2,3.1,4.3,0.49
CUCOSTA,Terminalia catappa,C10-3-388,2.52,17.9,6.8,5.4,0.62
CUCOSTA,Dypsis lutescens,C10-3-389,2.41,17.5,5.4,5,0.6
CUCOSTA,Pithecellobium lanceolatum,C10-3-39,0.28,6,3.4,3.7,0.32
CUCOSTA,Terminalia catappa,C10-3-390,2.54,18,8.7,6.1,0.39
CUCOSTA,Terminalia catappa,C10-3-391,1.54,14,4.7,4.6,0.66
CUCOSTA,Cocus nucifera,C10-3-392,7.89,31.7,16.3,9.4,0.2
CUCOSTA,Terminalia catappa,C10-3-393,1.33,13,5.1,5.1,0.42
CUCOSTA,Terminalia catappa,C10-3-394,2.14,16.5,5.2,5.4,0.27
CUCOSTA,Terminalia catappa,C10-3-395,2.63,18.3,5.8,4.7,0.4
CUCOSTA,Terminalia catappa,C10-3-396,1.94,15.7,10.5,5.5,0.48
CUCOSTA,Cocus nucifera,C10-3-397,5.35,26.1,13.9,8.3,0.68
