Centro,Especie,Codigo,AB,DTr,Alt,DCop,ExcCop
CUCSUR,Roystonea oleracea,C9-3-354,2.87,19.1,4.3,3.8,0.52
CUCSUR,Mangifera indica,C9-3-355,13.17,40.9,8.1,9.4,0.15
CUCSUR,Roystonea oleracea,C9-3-356,0.83,10.3,2.4,2.8,0.44
CUCSUR,Dypsis lutescens,C9-3-357,0.62,8.9,4.9,2.2,0.49
CUCSUR,Psidium cattleianum,C9-3-358,0.87,10.5,3.4,2.8,0
CUCSUR,Terminalia catappa,C9-3-359,4.23,23.2,6.6,6.7,0.29
CUCSUR,Hibiscus tiliaceus,C9-3-36,2.46,17.7,5.6,5.7,0.57
CUCSUR,Ehretia tinifolia,C9-3-360,0.24,5.5,2.5,2.4,0.47
CUCSUR,Thuja orientalis,C9-3-361,3.36,20.7,3.7,4.6,0.29
CUCSUR,Tabebuia donnell-smithii,C9-3-362,0.26,5.8,3.7,1.7,0.46
CUCSUR,Mangifera indica,C9-3-363,6.57,28.9,2.2,2.8,0.89
CUCSUR,Terminalia catappa,C9-3-364,4.79,24.7,2.5,3.6,0.63
CUCSUR,Hibiscus tiliaceus,C9-3-365,2.72,18.6,5.2,6.2,0.42
